ID,Тип,Артикул,Имя,Опубликован,рекомендуемый?,"Видимость в каталоге","Краткое описание",Описание,"Дата начала действия продажной цены","Дата окончания действия продажной цены","Статус налога","Налоговый класс","В наличии?",Запасы,"Величина малых запасов","Возможен ли предзаказ?","Продано индивидуально?","Вес (kg)","Длина (cm)","Ширина (cm)","Высота (cm)","Разрешить отзывы от клиентов?","Примечание к покупке","Цена распродажи","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит загрузок","Число дней до просроченной загрузки",Родительский,"Сгруппированные товары",Апсейл,Кросселы,"Внешний URL","Текст кнопки",Позиция,"Имя атрибута 1","Значение(-я) аттрибута(-ов) 1","Видимость атрибута 1","Глобальный атрибут 1","Имя атрибута 2","Значение(-я) аттрибута(-ов) 2","Видимость атрибута 2","Глобальный атрибут 2"
311,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,21,"Цвет материала",коричневый,,1,"цвет окантовки",коричневый,,1
312,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,22,"Цвет материала",коричневый,,1,"цвет окантовки",красный,,1
313,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,23,"Цвет материала",коричневый,,1,"цвет окантовки",оранжевый,,1
314,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,24,"Цвет материала",коричневый,,1,"цвет окантовки",светло-серый,,1
315,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,25,"Цвет материала",коричневый,,1,"цвет окантовки",синий,,1
316,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,26,"Цвет материала",коричневый,,1,"цвет окантовки",темно-зеленый,,1
317,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,27,"Цвет материала",коричневый,,1,"цвет окантовки",темно-серый,,1
318,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,28,"Цвет материала",коричневый,,1,"цвет окантовки",темно-синий,,1
319,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,29,"Цвет материала",коричневый,,1,"цвет окантовки",фиолетовый,,1
320,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,30,"Цвет материала",коричневый,,1,"цвет окантовки",черный,,1
321,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,31,"Цвет материала",красный,,1,"цвет окантовки",бежевый,,1
322,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,32,"Цвет материала",красный,,1,"цвет окантовки",белый,,1
323,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,33,"Цвет материала",красный,,1,"цвет окантовки",бордовый,,1
324,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,34,"Цвет материала",красный,,1,"цвет окантовки",желтый,,1
325,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,35,"Цвет материала",красный,,1,"цвет окантовки",зеленый,,1
326,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,36,"Цвет материала",красный,,1,"цвет окантовки",коричневый,,1
327,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,37,"Цвет материала",красный,,1,"цвет окантовки",красный,,1
328,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,38,"Цвет материала",красный,,1,"цвет окантовки",оранжевый,,1
329,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,39,"Цвет материала",красный,,1,"цвет окантовки",светло-серый,,1
330,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,40,"Цвет материала",красный,,1,"цвет окантовки",синий,,1
331,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,41,"Цвет материала",красный,,1,"цвет окантовки",темно-зеленый,,1
332,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,42,"Цвет материала",красный,,1,"цвет окантовки",темно-серый,,1
333,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,43,"Цвет материала",красный,,1,"цвет окантовки",темно-синий,,1
334,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,44,"Цвет материала",красный,,1,"цвет окантовки",фиолетовый,,1
335,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,45,"Цвет материала",красный,,1,"цвет окантовки",черный,,1
336,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,46,"Цвет материала",светло-серый,,1,"цвет окантовки",бежевый,,1
337,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,47,"Цвет материала",светло-серый,,1,"цвет окантовки",белый,,1
338,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,48,"Цвет материала",светло-серый,,1,"цвет окантовки",бордовый,,1
339,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,49,"Цвет материала",светло-серый,,1,"цвет окантовки",желтый,,1
340,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,50,"Цвет материала",светло-серый,,1,"цвет окантовки",зеленый,,1
341,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,51,"Цвет материала",светло-серый,,1,"цвет окантовки",коричневый,,1
342,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,52,"Цвет материала",светло-серый,,1,"цвет окантовки",красный,,1
343,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,53,"Цвет материала",светло-серый,,1,"цвет окантовки",оранжевый,,1
344,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,54,"Цвет материала",светло-серый,,1,"цвет окантовки",светло-серый,,1
345,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,55,"Цвет материала",светло-серый,,1,"цвет окантовки",синий,,1
346,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,56,"Цвет материала",светло-серый,,1,"цвет окантовки",темно-зеленый,,1
347,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,57,"Цвет материала",светло-серый,,1,"цвет окантовки",темно-серый,,1
348,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,58,"Цвет материала",светло-серый,,1,"цвет окантовки",темно-синий,,1
349,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,59,"Цвет материала",светло-серый,,1,"цвет окантовки",фиолетовый,,1
350,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,60,"Цвет материала",светло-серый,,1,"цвет окантовки",черный,,1
351,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,61,"Цвет материала",синий,,1,"цвет окантовки",бежевый,,1
352,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,62,"Цвет материала",синий,,1,"цвет окантовки",белый,,1
353,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,63,"Цвет материала",синий,,1,"цвет окантовки",бордовый,,1
354,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,64,"Цвет материала",синий,,1,"цвет окантовки",желтый,,1
355,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,65,"Цвет материала",синий,,1,"цвет окантовки",зеленый,,1
356,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,66,"Цвет материала",синий,,1,"цвет окантовки",коричневый,,1
357,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,67,"Цвет материала",синий,,1,"цвет окантовки",красный,,1
358,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,68,"Цвет материала",синий,,1,"цвет окантовки",оранжевый,,1
359,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,69,"Цвет материала",синий,,1,"цвет окантовки",светло-серый,,1
360,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,70,"Цвет материала",синий,,1,"цвет окантовки",синий,,1
361,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,71,"Цвет материала",синий,,1,"цвет окантовки",темно-зеленый,,1
362,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,72,"Цвет материала",синий,,1,"цвет окантовки",темно-серый,,1
363,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,73,"Цвет материала",синий,,1,"цвет окантовки",темно-синий,,1
364,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,74,"Цвет материала",синий,,1,"цвет окантовки",фиолетовый,,1
365,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,75,"Цвет материала",синий,,1,"цвет окантовки",черный,,1
366,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,76,"Цвет материала",черный,,1,"цвет окантовки",бежевый,,1
367,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,77,"Цвет материала",черный,,1,"цвет окантовки",белый,,1
368,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,78,"Цвет материала",черный,,1,"цвет окантовки",бордовый,,1
369,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,79,"Цвет материала",черный,,1,"цвет окантовки",желтый,,1
370,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,80,"Цвет материала",черный,,1,"цвет окантовки",зеленый,,1
371,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,81,"Цвет материала",черный,,1,"цвет окантовки",коричневый,,1
372,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,82,"Цвет материала",черный,,1,"цвет окантовки",красный,,1
373,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,83,"Цвет материала",черный,,1,"цвет окантовки",оранжевый,,1
374,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,84,"Цвет материала",черный,,1,"цвет окантовки",светло-серый,,1
375,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,85,"Цвет материала",черный,,1,"цвет окантовки",синий,,1
376,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,86,"Цвет материала",черный,,1,"цвет окантовки",темно-зеленый,,1
377,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,87,"Цвет материала",черный,,1,"цвет окантовки",темно-серый,,1
378,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,88,"Цвет материала",черный,,1,"цвет окантовки",темно-синий,,1
379,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,89,"Цвет материала",черный,,1,"цвет окантовки",фиолетовый,,1
380,variation,,"КОВРИКИ В САЛОН VOLKSWAGEN AMAROK 2010 - Н.В",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,,,,id:127,,,,,,90,"Цвет материала",черный,,1,"цвет окантовки",черный,,1
